page_chunk,page_number,group_value,group_confidence,group_notes_value,group_notes_confidence,series_value,series_confidence,series_notes_value,series_notes_confidence,unit_value,unit_confidence,finding_aid_reference_raw_value,finding_aid_reference_raw_confidence,text_value,text_confidence,start_date_original_value,start_date_original_confidence,end_date_original_value,end_date_original_confidence,start_date_formatted_value,start_date_formatted_confidence,end_date_formatted_value,end_date_formatted_confidence,annotations
5,21-25,,,,,,,,,Units 13&14,5/5,3/2/150,5/5,"Scott to Taylor. Re clearance. Discusses death of Bill Cooke, AFSA member from Geelong, and suspicion that it was the result of phostoxin gas tablets used by the Grain Elevators Board in the fumigation of bulk wheat at Geelong Refers to THC conference with shipowners, Australian Wheat Board, etc. Encloses newspaper clippings. 3pp. 20 May 1961.",5/5,20 May 1961.,5/5,,,1961-05-20,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/151,5/5,Ditto. Re inquest into Cooke's death. 1p. 15 June 1961.,5/5,15 June 1961.,5/5,,,1961-06-15,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/152,5/5,Ditto. Concerns AFSA representatives on Federal and State panel of the Accident Prevention Organisation. 1p. 6 Sept. 1961.,5/5,6 Sept. 1961.,5/5,,,1961-09-06,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/153,5/5,"Ditto. Re twilight shifts, retrenchment by the United Stevedoring Co. 1p. 22 Nov. 1961.",5/5,22 Nov. 1961.,5/5,,,1961-11-22,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/154,5/5,Taylor to Scott. Telegram. Notes that Fremantle dispute settled in AFSA's favour re preference to AFSA members. 21 Dec. 1961.,5/5,21 Dec. 1961.,5/5,,,1961-12-21,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/155,5/5,"Scott to Taylor. Discusses excess fares, travelling time, overalls for foremen stevedores. 1p. 6 Feb. 1962.",5/5,6 Feb. 1962.,5/5,,,1962-02-06,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/156,5/5,Ditto. Re WWF stop work meeting. 1p. 14 March 1962.,5/5,14 March 1962.,5/5,,,1962-03-14,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/157,5/5,"Ditto. Further reference to Angus MacDonald. Says he has taken the matter up with AFSA barrister, H.C. Curwen-Walker, who declares MacDonald is ""an idiot, a darn fool and just a trouble- maker"". Re MacDonald's statutory declaration that Scott has victimized him. 2pp. 26 April 1962.",5/5,26 April 1962.,5/5,,,1962-04-26,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/158,5/5,Ditto. Encloses copy of statutory declaration and a letter from the British Ex-Service Council of Australasia. 2pp. 14 May 1962.,5/5,14 May 1962.,5/5,,,1962-05-14,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/159,5/5,"Ditto. Further discussion of Angus MacDonald. 3pp. 21, 22 May, 8 Aug. 1962.",5/5,21 May 1962.,5/5,8 Aug. 1962.,5/5,1962-05-21,5/5,1962-08-08,5/5,[]
5,21-25,,,,,,,,,,,3/2/160,5/5,Ditto. Concerns a federal conference in S.A. 2p. 24 Oct. 1962.,5/5,24 Oct. 1962.,5/5,,,1962-10-24,5/5,,,[]
5,21-25,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3.,5/5,,,,,,,,,[]
5,21-25,,,,,,,,,,,,,CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
5,21-25,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
5,21-25,,,,,,,,,Units 13&14,5/5,3/2/161,5/5,"Scott to R. Chapman, S.A. Re ACTU conference of affiliated unions to discuss 35 hour week, margins increase, long service leave. 1p. 22 Nov. 1962.",5/5,22 Nov. 1962.,5/5,,,1962-11-22,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/162,5/5,Scott to R. Renton. W.A. Re ACTU conference. 1p. 22 Nov. 1962.,5/5,22 Nov. 1962.,5/5,,,1962-11-22,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/163,5/5,"Ditto. Concerns discussions with McIlwraith, McEachern Ltd re foremen's amenities at Fremantle. 1p. 22 Nov. 1962.",5/5,22 Nov. 1962.,5/5,,,1962-11-22,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/164,5/5,Ditto. Re Harry Hogan's plans to oppose Scott if he is elected as NSW Federal representative for the position of Federal president. 1p. 22 Nov. 1962.,5/5,22 Nov. 1962.,5/5,,,1962-11-22,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/165,5/5,Scott to Chapman. Re Hogan's plan. Asks for Chapman's vote. 1p. 23 Nov. 1962.,5/5,23 Nov. 1962.,5/5,,,1962-11-23,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/166,5/5,Scott to Taylor. Re federal conference and dispute with United Stevedoring Co. concerning the issue of industrial clothing. 1p. 30 Nov. 1962.,5/5,30 Nov. 1962.,5/5,,,1962-11-30,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/167,5/5,"Ditto. Concerns trouble between AFSA member and a member of Geelong branch WWF in which foremen struck a waterside worker. Contains foreman, Bill Romari's statement. Discusses RMIT rigging and handling course. 4pp. 15 May 1963.",5/5,15 May 1963.,5/5,,,1963-05-15,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/168,5/5,"Scott to R. Renton, W.A. Speaks of a WA foreman looking for a job in Melbourne, trouble on Melbourne waterfront, etc. 1p. 1 June 1963.",5/5,1 June 1963.,5/5,,,1963-06-01,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/169,5/5,"Scott to Taylor. Concerns a letter from Geelong branch, WWF, which attacks two members of AFSA and speaks of other cases of violence on the waterfront. Also re change of name of employers' organisation from ASIA to AWEL. 3pp. 2, 5 June 1963.",5/5,2 June 1963.,5/5,5 June 1963.,5/5,1963-06-02,5/5,1963-06-05,5/5,[]
5,21-25,,,,,,,,,,,3/2/170,5/5,Ditto. Re ACTU Federal conference in Melbourne. Further discussion of physical attacks on the waterfront. 1p. 1 Aug. 1963.,5/5,1 Aug. 1963.,5/5,,,1963-08-01,5/5,,,[]
5,21-25,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3.,5/5,,,,,,,,,[]
5,21-25,,,,,,,,,,,,,CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
5,21-25,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
5,21-25,,,,,,,,,Units 13&14,5/5,3/2/171,5/5,Nash to Scott. Speaks of some urgent business with the Union Steam Ship Co. Pty Ltd in Melbourne concerning three unemployed foremen. 2pp. 8 Aug. 1963.,5/5,8 Aug. 1963.,5/5,,,1963-08-08,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/172,5/5,"Taylor to R. Foley, assistant secretary AFSA (Vic. Branch). Says he will be unable to attend ACTU Congress and proposes Scott and Foley act as AFSA delegates. Speaks of NSW dispute re log of claims. 2pp. 8 Sept. 1963.",5/5,8 Sept. 1963.,5/5,,,1963-09-08,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/173,5/5,Scott to Taylor. Re NSW dispute. Says he and Foley will attend ACTU Congress. 1p. 15 Sept. 1963.,5/5,15 Sept. 1963.,5/5,,,1963-09-15,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/174,5/5,"Ditto. Confirms the decision fo Victorian members of AFSA to accept the employers' offer re new log of claims. Describes the ""first walk-off"" of his union in Melbourne when the Victorian Stevedoring Co. dismissed a foreman for abusing a supervisor. 1p. 20 Nov. 1963.",5/5,20 Nov. 1963.,5/5,,,1963-11-20,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/175,5/5,"Ditto. Re safety boots, wet weather clothing for foremen. 1p. 9 Dec. 1963.",5/5,9 Dec. 1963.,5/5,,,1963-12-09,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/176,5/5,"Taylor to Scott. Re situation in Portland, transfer of Angus MacDonald, safety boots, etc. 2pp. 12 Dec. 1963.",5/5,12 Dec. 1963.,5/5,,,1963-12-12,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/177,5/5,Scott to Taylor. Confirms telegram received in reference to Taylor making a special trip to Melbourne to attend a General Stop Work meeting at THC. 1p. 10 Jan. 1964.,5/5,10 Jan. 1964.,5/5,,,1964-01-10,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/178,5/5,Notice of motion from Federal Executive re amendment to rules to increase entrance fee to cover expenses incurred by Federal body in promoting the welfare/interests of AFSA. 1p. 15 Jan. 1964.,5/5,15 Jan. 1964.,5/5,,,1964-01-15,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/179,5/5,Scott to Taylor. Re expenses of ACTU Congress. 1p. 24 Feb. 1964.,5/5,24 Feb. 1964.,5/5,,,1964-02-24,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/180,5/5,Nash to Scott. Re transfer. 1p. 20 June 1964.,5/5,20 June 1964.,5/5,,,1964-06-20,5/5,,,[]
5,21-25,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3.,5/5,,,,,,,,,[]
5,21-25,,,,,,,,,,,,,CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
5,21-25,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
5,21-25,,,,,,,,,Units 13&14,5/5,3/2/181,5/5,"Scott to Taylor. Asks for a reply on the position at Bell Bay, where the BHP are not employing AFSA members. Complaints re Taylor's lack of interest in Vic. Branch. Speaks of Geelong accident in a bulk wheat ship. 1p. 21 June 1964.",5/5,21 June 1964.,5/5,,,1964-06-21,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/182,5/5,Ditto. Re basic wage increase and the Foremen's National Review. 1p. 23 June 1964.,5/5,23 June 1964.,5/5,,,1964-06-23,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/183,5/5,Ditto. Telegram. Victorian foremen urge Taylor to lodge an immediate claim for a basic wage increase. 23 June 1964.,5/5,23 June 1964.,5/5,,,1964-06-23,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/184,5/5,"Scott to Queensland Branch. Speaks of trouble in Melbourne with WWF, when a WWF member was de-registered for an assault on a foreman stevedore. 1p. 28 June 1964.",5/5,28 June 1964.,5/5,,,1964-06-28,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/185,5/5,"Scott to Taylor. Re application made by an unfinancial member of the NSW Branch to declare the existing branches non-existent and their officers, together with the Federal body, improperly elected and illegally holding office. 2pp. 26 Aug. 1964.",5/5,26 Aug. 1964.,5/5,,,1964-08-26,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/186,5/5,Ditto. Re Bell Bay dispute. 1p. 29 Aug. 1964.,5/5,29 Aug. 1964.,5/5,,,1964-08-29,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/187,5/5,Taylor to Scott. Concerns a letter to AEWL on the question of travelling time to Portland. 1p. Dec. 1964.,5/5,Dec. 1964.,5/5,,,1964-12-01,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/188,5/5,Hains to Scott. Discusses a conference in Melbourne with the employers re long service leave. Says casual foremen will be granted leave. 1p. 18 Dec. 1964.,5/5,18 Dec. 1964.,5/5,,,1964-12-18,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/189,5/5,Taylor to Scott. Re registration of amended rules and 4 weeks annual leave. 2pp. 8 Jan. 1965.,5/5,8 Jan. 1965.,5/5,,,1965-01-08,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/190,5/5,Scott to Taylor. Confirms telephone conversation about a petition of no confidence in the Vic. Branch Executive. 1p. 12 Feb. 1965.,5/5,12 Feb. 1965.,5/5,,,1965-02-12,5/5,,,[]
5,21-25,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3.,5/5,,,,,,,,,[]
5,21-25,,,,,,,,,,,,,CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
5,21-25,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
5,21-25,,,,,,,,,Units 13&14,5/5,3/2/191,5/5,Scott to Nash. Re conflict between Melbourne foremen and Taylor and Scott concerning long service leave and 4 weeks annual leave. 2pp. 28 Feb. 1965.,5/5,28 Feb. 1965.,5/5,,,1965-02-28,5/5,,,[]
5,21-25,,,,,,,,,,,3/2/192,5/5,"C. Foley to Taylor. Advises that Ted Bateman, Port Inspector, has been appointed Terminal Superintendent at Melbourne. 2pp. 25 May 1965.",5/5,25 May 1965.,5/5,,,1965-05-25,5/5,,,[]
5,21-25,,,,,General Correspondence,5/5,,,Units 12&14,5/5,3/3,5/5,"General Correspondence Note: Contains correspondence for the period 1945 to 1965 concerning agreements, awards and general working conditions on the waterfront, both inward and outwatd, between AFSA (Vic. Branch) and shipowners' organisations CSOA, the Shipowners' State Committee and with shipping companies (Howard Smith Ltd, William Holyman and Sons Pty Ltd, F.G. Strang Pty Ltd, E.P. Fraser and the British Phosphate Commission). There is correspondence, also, with other unions such as the WWF, Federated Clerks' Union and with the ALP. The main correspondents are: R. Scott) R. Foley) AFSA (Vic. Branch) A. Hains F. Taylor AFSA (NSW Branch) W. Foster Industrial Officer) CSOA R. Bienvenue, Chairman ) R.B. Casimir Shipowners' State Committee, 1957-63. AEWL, 1963-1965.",5/5,1945,5/5,1965,5/5,1945-01-01,5/5,1965-01-01,5/5,[]
5,21-25,,,,,,,,,,,3/3/1,5/5,"Scott to Foster, Bienvenue. Concerns a conference between representatives of overseas and interstate shipowners and AFSA. 2pp 6 Aug. 1945.",5/5,6 Aug. 1945.,5/5,,,1945-08-06,5/5,,,[]
5,21-25,,,,,,,,,,,3/3/2,5/5,"Ditto. Refers to conference and asks if there are any prospects of an early agreement, so AFSA can offer stronger resistance to WWF. 1p. 15 Sept. 1945.",5/5,15 Sept. 1945.,5/5,,,1945-09-15,5/5,,,[]
5,21-25,,,,,,,,,,,3/3/3,5/5,Scott to Bienvenue. Requests him to expedite the union's log of claims for a federal agreement. Says he believes it will encourage more waterfront workers to join AFSA. 1p. 24 Sept. 1945.,5/5,24 Sept. 1945.,5/5,,,1945-09-24,5/5,,,[]
6,26-30,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
6,26-30,,,,,,,,,,,3/3,5/5,BETW&EXXXBFAXYX|X&SXXXXONXX. General correspondence (cont.),2/5,,,,,,,,,[]
6,26-30,,,,,,,,,Units 12&14,5/5,3/3/4,5/5,"Scott to C.C. Gale, Public Works Department. Explains that there is no space at Flinders Street Extension for an office/ central pick-up room for casual foremen. 2pp. 2, 11 Jan. 1946.",5/5,2 Jan. 1946,5/5,11 Jan. 1946,5/5,1946-01-02,5/5,1946-01-11,5/5,[]
6,26-30,,,,,,,,,,,3/3/5,5/5,"Hains to Manager, Allens Ltd, Queensland. Suggests that W. Strambini, supervisor, joins the union. 1p. 5 Feb. 1946.",5/5,5 Feb. 1946,5/5,,,1946-02-05,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/6,5/5,"W.A. Smith, Melbourne Harbour Trust Commissioners, to Scott. Informs him that they do not possess a building which can be made available to the union. 1p. 7 March 1946.",5/5,7 March 1946,5/5,,,1946-03-07,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/7,5/5,Hains to Bienvenue. Says he has received disquieting information that the employers are disinclined to sign any agreements with AFSA. 1p. 11 March 1946.,5/5,11 March 1946,5/5,,,1946-03-11,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/8,5/5,Bienvenue to Hains. Suggests an early conference to settle claims. 1p. 19 March 1946.,5/5,19 March 1946,5/5,,,1946-03-19,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/9,5/5,"Scott to Australian National Airways, Melbourne. Re plane seat for delegate to federal conference in Sydney. 1p. 30 March 1946.",5/5,30 March 1946,5/5,,,1946-03-30,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/10,5/5,"Scott to L. McNamara, Caulfield Club Hotel. Re accommodation for delegates. 1p. 10 May 1946.",5/5,10 May 1946,5/5,,,1946-05-10,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/11,5/5,"Hains to manager, Commonwealth Savings Bank, Melbourne. Encloses a copy of draft rules and constitution of AFSA. 1p. 20 May 1946.",5/5,20 May 1946,5/5,,,1946-05-20,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/12,5/5,Miss D. Irving to Scott. Re typing minutes. 2pp. 22 May - 4 June 1946.,5/5,22 May 1946,5/5,4 June 1946,5/5,1946-05-22,5/5,1946-06-04,5/5,[]
6,26-30,,,,,,,,,,,3/3/13,5/5,Scott to Bienvenue. Re conference between AFSA and Melbourne branch of WWF. 4pp. 5 Sept. 1946.,5/5,5 Sept. 1946,5/5,,,1946-09-05,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/14,5/5,"Copy of WWF resolution. Directs members that, if they join AFSA, they forfeit all rights and privileges of WWF. 1p. 12 Nov. 1946.",5/5,12 Nov. 1946,5/5,,,1946-11-12,5/5,,,[]
6,26-30,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
6,26-30,,,,,,,,,,,3/3,5/5,General Correspondence (cont.),5/5,,,,,,,,,[]
6,26-30,,,,,,,,,Units 12&14,5/5,3/3/15,5/5,"M.S. Minogue, Solicitor, to Scott. Re rule 59. Says it is ineffective to prevent members of WWF joining AFSA. 1p. 29 Nov. 1946.",5/5,29 Nov. 1946,5/5,,,1946-11-29,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/16,5/5,Copy of letter from WWF to Scott. Re stopwork meeting to protest against decision on 14 days annual leave. Asks AFSA to direct members engaged on waterfront operations during the stoppage to refrain from work. 1p. 6 Dec. 1946.,5/5,6 Dec. 1946,5/5,,,1946-12-06,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/17,5/5,"Scott to McKerrall, Manager, Melbourne Stevedoring Co. Asks for complete list of all foremen on company staff. 1p. 2 Dec. 1947.",5/5,2 Dec. 1947,5/5,,,1947-12-02,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/18,5/5,Mckerrall to Scott. Lists 16 foremen. 1p. 8 Dec. 1947.,5/5,8 Dec. 1947,5/5,,,1947-12-08,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/19,5/5,Ditto. Adds 3 more names. 1p. 7 Jan. 1948.,5/5,7 Jan. 1948,5/5,,,1948-01-07,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/20,5/5,"From Howard Smith Ltd, Melbourne. Reference for foreman A. Beckett. 1p. 16 Jan. 1948.",5/5,16 Jan. 1948,5/5,,,1948-01-16,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/21,5/5,"Scott to WWF. Re conference to discuss future of all foremen stevedores, permanent and casual, in the Port of Melbourne. 1p. 20 April 1948.",5/5,20 April 1948,5/5,,,1948-04-20,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/22,5/5,Master Stevedores' (Oversea) Committee to Scott. Says it does not object to Scott circularising foremen. 1p. 14 Sept. 1948.,5/5,14 Sept. 1948,5/5,,,1948-09-14,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/23,5/5,Scott to Master Stevedores' (Oversea) Committee. Furnishes Committee with a complete list of companies and foremen circularised in the Port of Melbourne. 1p. 30 Oct. 1948.,5/5,30 Oct. 1948,5/5,,,1948-10-30,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/24,5/5,"D. Cameron, Postmaster-General, to L. English. Re AFSA opposition to the submission that foremen stevedores should be placed under the control of the Commission. 1p. 23 March 1949.",5/5,23 March 1949,5/5,,,1949-03-23,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/25,5/5,"T. Carroll, AFSA to J. Cummings, WWF. Asks him to arrange an early conference so that matters affecting the welfare of all foremen in the Port of Melbourne can be discussed amicably. 1p. 24 Dec. 1949",5/5,24 Dec. 1949,5/5,,,1949-12-24,5/5,,,[]
6,26-30,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
6,26-30,,,,,,,,,,,3/3,5/5,General Correspondence (cont.),5/5,,,,,,,,,[]
6,26-30,,,,,,,,,Units 12&14,5/5,3/3/26,5/5,"Scott to Capt. G.F. Long, General Manager, United Stevedoring Pty Ltd. Lists permanent foremen in this company who are now members of AFSA.. 1p. 17 March 1950.",5/5,17 March 1950,5/5,,,1950-03-17,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/27,5/5,Ditto. 1p. 31 March 1950.,5/5,31 March 1950,5/5,,,1950-03-31,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/28,5/5,"Scott to S. Francis, Flemington. Re employment with Returned Soldiers Stevedoring Co.1p. 24 April 1950.",5/5,24 April 1950,5/5,,,1950-04-24,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/29,5/5,"V.B. Smith, Manager, Port Phillip Stevedoring Co. Ltd, to P. Jacobs, Port Melbourne. Re duties of a foreman. 2pp. 26 April 1950.",5/5,26 April 1950,5/5,,,1950-04-26,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/30,5/5,"Scott to Manager, Port Phillip R.S. and S. Co-op. Stevedoring Co. Ltd. Re Jacobs. 1p. 26 April 1950.",5/5,26 April 1950,5/5,,,1950-04-26,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/31,5/5,Ditto. 1p. 28 April 1950.,5/5,28 April 1950,5/5,,,1950-04-28,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/32,5/5,"Scott to Capt. Long. Concerns the 1950 Award, which now covers all foremen stevedores in AFSA in the Port of Melbourne and to which all shipowners and stevedoring companies are parties. Requests that all foremen should be paid award rates and adjustments made for overtime, travelling time, etc. 1p. 8 May 1950.",5/5,8 May 1950,5/5,,,1950-05-08,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/33,5/5,"Scott to R. Andrews, Port Phillip R.S. and S. Stevedoring Co. Ltd. Forwards him a copy of the Award and wishes him success. 1p. 15 May 1950.",5/5,15 May 1950,5/5,,,1950-05-15,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/34,5/5,"Note re appointment of permanent foremen by the Victorian Stevedoring Co. prior to Sept. 1928. Points out that before that date the majority of foremen on the Melbourne and Geelong waterfront came from the Port Phillip Stevedores' Union. Now employers get foremen from the WWF, Seamen's Union, Transport Workers' Union and from the ranks of the RSSL. 1p. 20 May 1950.",5/5,20 May 1950,5/5,,,1950-05-20,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/35,5/5,"Scott to H. Clarke, WWF. Says that the AFSA affiliation with the THC has been ratified. Wants a conference between the executives of AFSA and WWF. 1p. 20 June 1950.",5/5,20 June 1950,5/5,,,1950-06-20,5/5,,,[]
6,26-30,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
6,26-30,,,,,,,,,,,3/3,5/5,General Correspondence (cont.),5/5,,,,,,,,,[]
6,26-30,,,,,,,,,Units 12&14,5/5,3/3/36,5/5,Clarke to Scott. Arranges a time. 2pp. 6 July 1950.,5/5,6 July 1950,5/5,,,1950-07-06,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/37,5/5,Scott to Clarke. Re conference. 2pp. 8 July 1950.,5/5,8 July 1950,5/5,,,1950-07-08,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/38,5/5,AFSA lists foremen members of the staff of the Melbourne Stevedoring Co. 1p. 30 Aug. 1950.,5/5,30 Aug. 1950,5/5,,,1950-08-30,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/39,5/5,"D.Lovegrove, ALP to Scott. Says letter re AFSA affiliation with ALP will be placed before the executive. 1p. 29 Sept. 1950.",5/5,29 Sept. 1950,5/5,,,1950-09-29,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/40,5/5,Scott to Lovegrove. Expresses pleasure at granting of affiliaton. 1p. 10 Nov. 1950.,5/5,10 Nov. 1950,5/5,,,1950-11-10,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/41,5/5,"Scott to Manager, Port Phillip R.S. and S. Co-op Stevedoring Co. Re weekly wage rates for permanent foremen. 1p. 26 Nov. 1950.",5/5,26 Nov. 1950,5/5,,,1950-11-26,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/42,5/5,"Scott to K. McKerrall, Manager, Melbourne Stevedoring Co. Pty Ltd. Re need for foremen and supervisors to work closely together. 1p. 26 Nov. 1950.",5/5,26 Nov. 1950,5/5,,,1950-11-26,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/43,5/5,McKerrall to Scott. Ditto. 1p. 5 Dec. 1950.,5/5,5 Dec. 1950,5/5,,,1950-12-05,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/44,5/5,"AFSA note re assault upon Arthur King, foreman S.S. Concordia following dismissal of a watersider, member of WWF. WWF executive asked to take ""drastic action"". Foremen is member of both AFSA and WWF. 1p. 9 Dec. 1950.",5/5,9 Dec. 1950,5/5,,,1950-12-09,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/45,5/5,"Scott to King. Says F.G. Strang Pty Ltd will pay all legal expenses. Asks King to see Clarke, WWF, and to write a report to AFSA. 1p. 10 Dec. 1950.",5/5,10 Dec. 1950,5/5,,,1950-12-10,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/46,5/5,"Scott to Lovegrove, ALP. Encloses quarterly dues. 1p. 2 Jan. 1951.",5/5,2 Jan. 1951,5/5,,,1951-01-02,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/47,5/5,"D. Strang, Governing Director, F.G. Strang Pty Ltd to Scott. Offers some office space, if union agrees to vacate it on one month's notice. 1p. 2 May 1951.",5/5,2 May 1951,5/5,,,1951-05-02,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/48,5/5,Scott to Wm Holyman and Sons Pty Ltd. Informs them that all permanent foremen are members of AFSA. 1p. 15 May 1951.,5/5,15 May 1951,5/5,,,1951-05-15,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/49,5/5,Holyman and Sons to Scott. Asks if C.W. Rock is a member. Says it will extend the benefits of the current agreement to all union members. 1p. 17 May 1951.,5/5,17 May 1951,5/5,,,1951-05-17,5/5,,,[]
6,26-30,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3. CORRESPONDENCE (cont),5/5,,,,,,,,,[]
6,26-30,,,,,,,,,,,3/3,5/5,General Correspondence (cont.),5/5,,,,,,,,,[]
6,26-30,,,,,,,,,Units 12&14,5/5,3/3/50,5/5,Scott to Holyman and Sons. Apologises for leaving Rock off the list. lp. (2 copies). 18 May 1951.,5/5,18 May 1951,5/5,,,1951-05-18,5/5,,,[]
6,26-30,,,,,,,,,,,3/3/51,5/5,"Melbourne Stevedoring Co. Pty Ltd circular to staff. Re Australian Military Forces proposal to form a Docks' Operating Unit on a voluntary basis, as a training establishment in the event of war. Each major stevedoring company to supply the nucleus of one troop. Contains notes that units will only be used in case of war and not in industrial troubles. Contains also a Government memorandum concerning its interest in the formation of such a unit. 3pp. 23, 25 May 1951.",5/5,23 May 1951,5/5,25 May 1951,5/5,1951-05-23,5/5,1951-05-25,5/5,[]
6,26-30,,,,,,,,,,,3/3/52,5/5,"Scott to H. Sutton, Master Stevedores' Committee. Melbourne. Refers to a conference between the two bodies on the question of extra rates for foremen working freezer ships according to clause 13 of the agreement re obnoxious cargoes. 1p. 23 July 1951.",5/5,23 July 1951,5/5,,,1951-07-23,5/5,,,[]
